16452.17773,21996.96484,25602.72461,20469.57031,20085.94727,11887.49902,13322.39258,11594.80371,10944.81641,13386.11816
4311.159668,4125.41748,4428.425293,4149.924316,4341.742188,4250.932617,4333.759766,4389.579102,4296.581543,4329.799316
5345.436523,5261.209961,5146.776367,5131.669922,5204.390625,5141.970703,5178.997559,5131.052246,5080.016113,5228.690918
3452.736572,3630.545898,3335.685059,3484.115723,3476.946045,3805.155029,3741.094482,3708.366943,3186.017578,4003.276611
4584.493164,4283.358398,4061.597656,4251.685547,4102.540527,4574.453125,4513.504883,4145.099609,4426.204102,4259.404297
1169.167725,1210.786011,1227.009277,1102.722778,1313.080688,1175.814087,1369.633301,1212.959351,1291.606201,1181.093994
6952.777344,7234.350098,7117.938477,7081.599609,6969.025879,7484.885254,7341.841797,7176.953125,7528.939941,7538.993164
4339.996094,4123.812012,4271.914063,4328.72998,4492.263672,3892.589844,3778.210938,3338.255371,4060.969971,3624.644531
283.4629211,259.9117432,259.5690002,314.9268188,279.2272644,297.1334839,274.4898376,269.4613037,263.3652344,275.7025146
9843.329102,10126.43457,9927.358398,9789.654297,9913.145508,10031.05469,9849.416016,9875.046875,9677.907227,9942.415039
2269.094238,2611.667969,2007.676758,2417.124268,2251.003906,2026.553833,2236.186768,2162.281982,2333.964844,2141.091064
1155.435791,1250.154785,1111.232788,1208.620239,1226.817627,1169.164429,1117.80188,1144.025635,1057.0177,1140.811035
1670.724731,1741.952759,1760.608398,1688.32312,1777.246948,1623.073853,1652.168091,1670.784668,1668.649048,1602.43103
1000.066467,940.4074097,910.5806274,998.0556641,950.2945557,886.0177612,807.4069214,811.3796997,719.0485229,883.8334351
3579.242676,3742.77832,3818.841309,3881.178711,3717.207275,2845.931152,3004.175293,2813.396973,3099.595459,3096.071777
825.0656128,918.9581299,918.3496094,872.0635376,947.8208008,873.4555664,890.0987549,903.6651001,925.364563,860.977356
1712.050415,2042.565186,2117.668701,2095.839111,2199.158936,1775.664429,1934.287476,1906.021606,1997.304077,2043.696289
20369.98438,20137.54102,20534.79297,20960.03906,20869.2207,20387.64258,20738.01758,20383.07813,20516.31445,20412.70117
1147.033081,1109.847534,1093.952637,1077.598755,1121.499268,1108.060303,1247.533569,1137.814453,1218.201416,1144.188477
15006.96387,15159.00879,14907.35547,15186.50098,15564.7998,15070.57422,15090.07227,15097.76563,15323.24707,15188.10547
1075.038452,1075.12085,1129.601563,998.5306396,1147.772217,1003.321594,1036.943848,932.9781494,1155.967407,973.0111084
2821.311523,2841.780273,2836.962646,2706.975342,2747.046875,2888.191895,2785.811279,2728.987061,2692.408936,2855.611816
