Uniprot_ID,log2 Fold Change,P.Value
Q8NNL9,0.544000129,0.170561877
Q8NNM1,0.038788244,0.960186938
Q8NNM2,0.51725274,0.174083211
Q8NNM3,0.543303904,0.241980178
Q8NNM5,-0.145152305,0.567156357
Q8NNM6,0.838719005,0.025370698
Q8NNM7,1.238108224,0.039616034
Q8NNM9,-0.368681293,0.753877999
Q8NNN0,0.312932311,0.454167724
Q8NNN1,0.271100603,0.238735808
Q8NNN2,-0.443412837,0.504012513
Q8NNN3,0.396045305,0.634158475
Q8NNN4,-0.287911827,0.767270531
Q8NNN5,-0.063462083,0.918340388
Q8NNN6,0.152968667,0.501264951
Q8NNN8,0.430234767,0.175023773
Q8NNP0,-0.069184185,0.746408866
Q8NNP4,2.112551896,0.181479414
Q8NNP5,0.212129836,0.63440738
Q8NNP6,-0.927475659,0.441656742
Q8NNP7,2.216785786,0.173263957
Q8NNP8,-0.253998249,0.584074436
Q8NNQ0,0.029695436,0.936187989
Q8NNQ3,-0.527159244,0.82580766
Q8NNQ4,0.437421411,0.123121241
Q8NNQ8,-0.489880372,0.25339622
Q8NNQ9,-0.441087272,0.255383747
Q8NNR1,-0.33133539,0.386117319
Q8NNR2,0.753591096,0.44700913
Q8NNR4,0.915289928,0.566493095
Q8NNR5,0.627932481,0.330699041
Q8NNR6,0.066985789,0.957650839
Q8NNR8,-0.000866622,0.999172857
Q8NNR9,-0.395937707,0.25880379
Q8NNS1,-0.305401611,0.183464723
Q8NNS3,0.655622448,0.096313761
Q8NNS5,-0.405656496,0.913169392
Q8NNS6,0.239376606,0.345299938
Q8NNS9,-0.427209698,0.696441422
Q8NNT0,-0.065723258,0.818852538
Q8NNT1,0.146292391,0.600775131
Q8NNT2,-0.14080148,0.658946801
Q8NNT4,0.83829607,0.423721467
Q8NNT5,0.114567183,0.81575099
Q8NNT8,0.077942164,0.775739911
Q8NNU0,-0.099843518,0.893962294
Q8NNU2,-0.092719385,0.899517464
Q8NNU8,0.207345312,0.762936936
Q8NNU9,0.016841027,0.929289959
Q8NNV0,0.180161679,0.555076374
Q8NNV1,-0.982319105,0.080604685
Q8NNV2,-0.121649024,0.865108717
Q8NNV3,-0.623665597,0.718734184
Q8NNV4,0.638538369,0.033811596
Q8NNV5,0.399450696,0.470496869
Q8NNV6,-0.098799308,0.718398628
Q8NNW3,0.615065262,0.650347128
Q8NNW4,-0.060643096,0.455533987
Q8NNW5,0.253026808,0.899036129
Q8NNW6,-0.510701444,0.225293382
Q8NNW8,-0.330760984,0.711098716
Q8NNW9,0.17709924,0.618767783
Q8NNX2,-0.556689374,0.616343494
Q8NNX3,0.151039914,0.871069494
Q8NNX4,0.280312983,0.446650486
Q8NNX5,0.414353481,0.456054311
Q8NNX6,0.935419774,0.339405471
Q8NNX7,-0.135637777,0.804510477
Q8NNX9,-0.68915448,0.544973745
Q8NNY4,-0.289108504,0.375344142
Q8NNY5,-4.094947026,0.087214626
Q8NNY6,-2.220025346,0.088262719
Q8NNY7,-1.579078416,0.375843319
Q8NNY8,-1.747401922,0.070492478
Q8NNY9,-1.817002284,0.05120347
Q8NNZ0,0.142104122,0.657949287
Q8NNZ2,0.814463116,0.472123043
Q8NNZ3,-0.38993708,0.527137333
Q8NNZ5,-0.870288432,0.447528998
Q8NNZ9,-0.499954398,0.541660481
Q8NP01,0.626013173,0.031119286
Q8NP02,-0.258733252,0.500482464
Q8NP03,0.254209078,0.261328305
Q8NP04,0.517494348,0.682607533
Q8NP06,-0.616647867,0.030190115
Q8NP07,-0.981388094,0.195297513
Q8NP08,-0.575613294,0.448965833
Q8NP09,0.234794645,0.636585038
Q8NP10,-0.053012318,0.918340388
Q8NP11,0.248336571,0.819800052
Q8NP12,-0.153145005,0.652511026
Q8NP16,-1.850098338,0.3295656
Q8NP17,-1.98920789,0.123121241
Q8NP18,0.3968461,0.325378153
Q8NP19,-0.144725044,0.708630592
Q8NP21,-0.640915305,0.472469368
Q8NP22,-1.064503518,0.335162033
Q8NP23,-0.47979034,0.141970505
Q8NP24,-1.177050444,0.093999778
Q8NP25,-0.12944118,0.844337158
Q8NP26,0.514744896,0.51179518
Q8NP27,0.234241361,0.543456319
Q8NP28,-0.075078979,0.826859552
Q8NP30,0.444195274,0.183671477
Q8NP31,0.549320991,0.183671477
Q8NP32,-1.17419532,0.120194135
Q8NP33,-0.673486407,0.269191925
Q8NP34,-1.082631426,0.156129004
Q8NP35,-0.752747758,0.09504079
Q8NP36,-1.191161746,0.334159325
Q8NP37,-0.105517694,0.795419288
Q8NP38,0.701949312,0.25880379
Q8NP39,0.913280455,0.400597697
Q8NP40,0.555164589,0.122018882
Q8NP41,0.836867676,0.064405651
Q8NP42,0.564331843,0.190335731
Q8NP44,0.143335607,0.862754401
Q8NP45,0.210910764,0.77776106
Q8NP46,0.171580342,0.477163939
Q8NP47,0.153726909,0.705691591
Q8NP48,-0.907068549,0.409427605
Q8NP49,0.17130173,0.736458466
Q8NP50,0.550666783,0.223976186
Q8NP51,-0.208330933,0.868938097
Q8NP52,-0.169741603,0.578400193
Q8NP53,0.046301462,0.957898995
Q8NP54,-0.420593512,0.303277938
Q8NP56,0.094741302,0.845517146
Q8NP58,-0.994908229,0.386916138
Q8NP60,-0.163323045,0.460217899
Q8NP62,-0.734477057,0.771893685
Q8NP64,-1.348718439,0.654836705
Q8NP65,-0.745292833,0.280417405
Q8NP67,-1.122208167,0.613231666
Q8NP68,-0.220218992,0.454167724
Q8NP71,0.422184899,0.663540927
Q8NP72,-0.369846733,0.541660481
Q8NP73,0.099863853,0.48209917
Q8NP74,-0.494317707,0.564002063
Q8NP75,-0.252201124,0.41392679
Q8NP76,0.881470307,0.091514977
Q8NP77,-0.660555045,0.258773919
Q8NP78,-0.262980968,0.447832803
Q8NP80,-2.377722581,0.070291844
Q8NP81,-0.9963845,0.059118034
Q8NP82,-2.972888784,0.565109347
Q8NP83,0.056147848,0.84752298
Q8NP84,0.81547614,0.156129004
Q8NP85,0.721648638,0.272783037
Q8NP86,0.50827324,0.267293816
Q8NP88,0.776880314,0.506791866
Q8NP89,-0.157417948,0.658352081
Q8NP90,-0.389751661,0.639099638
Q8NP91,0.136065572,0.854214494
Q8NP92,-0.244361709,0.254511142
Q8NP93,-1.070413072,0.181479414
Q8NP95,0.383312633,0.218989698
Q8NP96,0.25966131,0.775739911
Q8NP97,0.490382678,0.22141859
Q8NP98,0.743954173,0.514188791
Q8NP99,0.890117523,0.268097527
Q8NPA0,-0.496986021,0.502289365
Q8NPA2,-1.455466441,0.198802304
Q8NPA3,-0.040871201,0.951689916
Q8NPA4,0.078252407,0.704222637
Q8NPA5,0.385302589,0.350331087
Q8NPA6,-0.657162215,0.174083211
Q8NPA8,-0.279057308,0.760750562
Q8NPA9,0.183146427,0.741781161
Q8NPB0,-0.26204583,0.222294322
Q8NPB2,0.204743805,0.576656548
Q8NPB3,0.690391036,0.064405651
Q8NPB4,-0.590880974,0.070492478
Q8NPB5,0.27741346,0.354092676
Q8NPB6,0.31966417,0.573854784
Q8NPB7,-2.195315011,0.405382612
Q8NPB8,0.262675541,0.585101465
Q8NPG7,-0.318094474,0.871069494
Q8NPH2,-1.113068994,0.2377498
Q8NPH6,-3.232914107,0.141970505
Q8NPI1,1.61187085,0.04395298
Q8NPI2,0.866310651,0.302904519
Q8NPI8,0.799182594,0.615971816
Q8NPI9,-0.024254888,0.940209099
Q8NPJ0,-2.355682707,0.223800276
Q8NPJ2,-0.721799209,0.273021672
Q8NPJ3,-0.063547084,0.794652892
Q8NPJ8,0.313110942,0.340848464
Q8NPJ9,0.352463244,0.339281355
Q8NPK1,1.2561291,0.127367037
Q8NPK4,-0.594424202,0.86352631
Q8NPK6,-0.148535315,0.874429552
Q8NPK7,-0.747536361,0.573854784
Q8NPL2,0.013741978,0.984883888
Q8NPL3,0.447693266,0.658946801
Q8NPN1,-4.718940367,0.222822074
Q8NPN4,0.447293307,0.679589676
Q8NPN5,-0.818877041,0.223976186
Q8NPQ5,0.906167896,0.321227071
Q8NPR3,-0.389771967,0.681146999
Q8NPR5,-0.338964249,0.833814661
Q8NPT6,-0.395332115,0.380453479
Q8NPU3,-0.353433889,0.823904257
Q8NPV2,-0.376374864,0.620287545
Q8NPW3,-0.017204147,0.970938556
Q8NPW5,1.034420157,0.120688908
Q8NPW8,-0.056017573,0.969103668
Q8NPW9,-0.930488319,0.206016698
Q8NPX1,-4.815869203,0.218989698
Q8NPX3,-0.440867313,0.615354594
Q8NPX4,-0.899009069,0.169560506
Q8NPY2,-2.878475104,0.127367037
Q8NPY8,1.075092143,0.152706946
Q8NPY9,-0.790271174,0.192932852
Q8NPZ0,0.562397286,0.122018882
Q8NPZ1,-0.335960842,0.769577781
Q8NPZ2,-0.555510129,0.502456564
Q8NPZ3,-0.387946058,0.650347128
Q8NPZ4,-2.385465125,0.258773919
Q8NPZ7,0.117847326,0.762618446
Q8NPZ8,-0.010403745,0.991843595
Q8NPZ9,0.404289619,0.603590379
Q8NQ01,0.426944581,0.453628409
Q8NQ03,0.076873343,0.887691906
Q8NQ06,1.188407781,0.156129004
Q8NQ07,0.261240073,0.330699041
Q8NQ08,0.010722558,0.992314011
Q8NQ09,1.66114624,0.241980178
Q8NQ12,-0.086216417,0.734493378
Q8NQ13,0.05467987,0.845517146
Q8NQ14,-0.505981292,0.405382612
Q8NQ15,-0.912732736,0.133127155
Q8NQ16,-0.730926916,0.311109918
Q8NQ17,-1.936829781,0.709673896
Q8NQ18,0.938541675,0.21074505
Q8NQ19,0.461385329,0.080604685
Q8NQ20,0.526447117,0.064405651
Q8NQ21,0.077247583,0.883289254
Q8NQ22,0.03863599,0.684377895
Q8NQ23,0.534745816,0.130291628
Q8NQ24,0.371338636,0.456054311
Q8NQ25,-0.340038273,0.495535559
Q8NQ29,1.547621327,0.451606462
Q8NQ32,-0.102351881,0.836647716
Q8NQ33,-0.31702692,0.868938097
Q8NQ35,-0.538254703,0.767372357
Q8NQ36,-0.119630992,0.881881552
Q8NQ37,-0.078221017,0.874429552
Q8NQ38,0.232308428,0.648803474
Q8NQ39,-0.341810437,0.286185356
Q8NQ40,-0.281066031,0.786810935
Q8NQ41,-0.072200612,0.946509119
Q8NQ42,-0.296185077,0.521567728
Q8NQ43,0.580950752,0.338961312
Q8NQ44,-0.469711021,0.443029622
Q8NQ45,-0.490089046,0.650347128
Q8NQ46,0.613215157,0.152901835
Q8NQ47,0.275742813,0.247152208
Q8NQ48,-0.370323953,0.152706946
Q8NQ49,-0.023129073,0.957650839
Q8NQ50,0.215933232,0.775739911
Q8NQ51,0.027490942,0.956682012
Q8NQ52,0.141995821,0.455422502
Q8NQ53,0.365176017,0.400597697
Q8NQ54,-2.143244005,0.330662272
Q8NQ55,-0.694876048,0.612238622
Q8NQ56,0.397999219,0.148851918
Q8NQ57,0.611908838,0.15201903
Q8NQ58,-0.017379262,0.970938556
Q8NQ61,0.025146699,0.931800799
Q8NQ62,0.284065784,0.293058617
Q8NQ63,0.376667834,0.245990599
Q8NQ64,-0.023761863,0.915450702
Q8NQ65,-0.219977129,0.343918704
Q8NQ66,0.166251915,0.765803333
Q8NQ67,0.21762538,0.133127155
Q8NQ70,2.042658736,0.613231666
Q8NQ71,0.460518129,0.912806366
Q8NQ72,0.694966703,0.529514502
Q8NQ74,0.032861386,0.989320232
Q8NQ75,-0.981094129,0.064405651
Q8NQ76,-0.54281642,0.324105127
Q8NQ77,-0.409457186,0.344527348
Q8NQ78,0.420889417,0.133127155
Q8NQ79,1.214454643,0.155574301
Q8NQ80,-1.433059594,0.170306235
Q8NQ81,0.635883779,0.781271842
Q8NQ84,0.228744314,0.210595553
Q8NQ90,-0.17400672,0.835933624
Q8NQ92,-0.725547459,0.681761088
Q8NQ93,0.166592798,0.794877168
Q8NQ94,0.842978685,0.835933624
Q8NQ95,-0.383549154,0.555421464
Q8NQ96,0.90051651,0.349451014
Q8NQ97,0.907515739,0.167298087
Q8NQ98,-0.533302094,0.09053709
Q8NQ99,0.305265498,0.451606462
Q8NQA0,1.249826095,0.087214626
Q8NQA1,-0.572517756,0.264739729
Q8NQA3,-0.34673888,0.555359266
Q8NQA4,0.190311543,0.524866714
Q8NQA5,0.038773797,0.905704651
Q8NQA6,0.548239837,0.32590761
Q8NQA8,0.526355451,0.194043225
Q8NQA9,0.348049947,0.117303629
Q8NQB0,0.014738771,0.956682012
Q8NQB1,-0.011105959,0.98090557
Q8NQB3,0.954534918,0.752938229
Q8NQB5,-0.280996611,0.5288805
Q8NQC0,-0.231790757,0.199206564
Q8NQC1,-0.467361632,0.261419456
Q8NQC2,0.393429303,0.828038442
Q8NQC4,0.348046964,0.12942296
Q8NQC5,-0.138597037,0.637545817
Q8NQC9,1.194606634,0.25339622
Q8NQD0,0.428735812,0.743488706
Q8NQD1,-0.040435368,0.895598511
Q8NQD2,-0.775988809,0.186322552
Q8NQD4,-0.047543649,0.866181236
Q8NQD5,-1.005750617,0.362111862
Q8NQD6,0.144561578,0.780061778
Q8NQD7,0.05749981,0.912806366
Q8NQD8,-0.12303923,0.618816918
Q8NQD9,-0.373870696,0.240546068
Q8NQE0,-2.168323228,0.152706946
Q8NQE1,-0.265562394,0.381763529
Q8NQE2,-0.395127302,0.437339755
Q8NQE3,-0.515004365,0.559384542
Q8NQE4,0.130154658,0.765803333
Q8NQE5,-1.441612017,0.496887353
Q8NQE6,-0.175413419,0.521700537
Q8NQE7,0.011630573,0.983573401
Q8NQE8,0.272287081,0.082982715
Q8NQE9,0.276068915,0.806333233
Q8NQF2,0.074816516,0.771893685
Q8NQF4,0.451460195,0.564252345
Q8NQF5,0.085452472,0.912806366
Q8NQF6,0.214418126,0.856500882
Q8NQF7,0.519291923,0.348262228
Q8NQF8,-0.207599955,0.311059063
Q8NQF9,0.226263607,0.570096251
Q8NQG2,-0.912573704,0.356874568
Q8NQG3,-0.481738256,0.451606462
Q8NQG7,0.063946952,0.92165488
Q8NQG9,-0.072436471,0.965559771
Q8NQH0,-2.117447375,0.026686001
Q8NQH1,-2.662067684,0.030190115
Q8NQH7,1.619028194,0.516348692
Q8NQH8,0.513734225,0.438564636
Q8NQH9,0.052987226,0.868938097
Q8NQI0,-0.282914171,0.379971102
Q8NQI1,-0.259131756,0.245974529
Q8NQI2,0.01752815,0.956682012
Q8NQI4,0.028520925,0.845517146
Q8NQI5,-0.228450478,0.819800052
Q8NQI6,-0.160369695,0.912806366
Q8NQI7,0.783424359,0.102183815
Q8NQI8,0.093102018,0.779425325
Q8NQI9,0.368282945,0.461063458
Q8NQJ0,0.683261784,0.25339622
Q8NQJ1,-0.284612427,0.427917009
Q8NQJ2,-0.731201219,0.541868441
Q8NQJ3,-0.073253565,0.833814661
Q8NQJ4,-0.285763777,0.192605334
Q8NQJ5,-0.049849976,0.968265868
Q8NQJ6,-0.019368523,0.969103668
Q8NQJ9,-0.03896044,0.955936663
Q8NQK3,-0.121848875,0.871069494
Q8NQK5,0.347607263,0.856500882
Q8NQK6,-0.840184899,0.152706946
Q8NQK7,0.363430492,0.614077903
Q8NQK8,0.120884022,0.769577781
Q8NQK9,0.849579292,0.725065263
Q8NQL0,0.105159944,0.82580766
Q8NQL1,0.524028651,0.060342312
Q8NQL3,0.692924781,0.362111862
Q8NQL5,-0.195644108,0.901441576
Q8NQL6,-1.464241507,0.321227071
Q8NQL7,-0.491380726,0.272783037
Q8NQL8,1.108324402,0.124779539
Q8NQL9,1.008644083,0.035952522
Q8NQM1,0.04049894,0.844613112
Q8NQM2,0.254148275,0.370275828
Q8NQM3,-0.957381692,0.272995804
Q8NQM4,-0.569896408,0.701427287
Q8NQM5,-0.142668604,0.901441576
Q8NQM7,-0.402736463,0.555359266
Q8NQM8,0.188403504,0.652389166
Q8NQM9,-0.386517556,0.371768945
Q8NQN0,-0.059048064,0.965756249
Q8NQN1,0.141734324,0.932796718
Q8NQN2,-0.01393168,0.983573401
Q8NQN4,-2.025862257,0.072906216
Q8NQN5,-1.837278201,0.064405651
Q8NQN6,-0.017213019,0.955936663
Q8NQN7,0.036693881,0.82580766
Q8NQN8,0.464377163,0.312592265
Q8NQN9,-0.640299069,0.225444823
Q8NQP0,1.993209016,0.767372357
Q8NQP4,-1.563638134,0.070889803
Q8NQP5,1.052972487,0.734493378
Q8NQP6,0.217742539,0.62329773
Q8NQP7,-0.448407853,0.488499308
Q8NQP8,0.527393062,0.270850452
Q8NQP9,0.391990186,0.761575706
Q8NQQ0,0.648283809,0.091514977
Q8NQQ1,-0.267581776,0.169958827
Q8NQQ2,-0.494318097,0.25339622
Q8NQQ3,0.059650163,0.866181236
Q8NQQ4,-0.690893411,0.194043225
Q8NQQ5,0.052127472,0.912806366
Q8NQQ6,0.371927156,0.616343494
Q8NQQ7,-0.419861527,0.161344237
Q8NQQ9,0.073624267,0.865108717
Q8NQR0,-0.716201545,0.486972082
Q8NQR2,0.130350093,0.682607533
Q8NQR5,-0.081947418,0.875645134
Q8NQR6,1.324504117,0.485608889
Q8NQR8,-0.208716578,0.785318649
Q8NQR9,-0.672723714,0.134090741
Q8NQS1,0.12888553,0.417113142
Q8NQT2,-0.682176472,0.393042344
Q8NQU0,-1.22271529,0.183671477
Q8NQU1,0.227438258,0.514278312
Q8NQU2,6.344749106,0.039616034
Q8NQU3,0.750310389,0.258773919
Q8NQU4,0.644281616,0.190335731
Q8NQU5,0.394373204,0.137095578
Q8NQU6,0.595866758,0.554770458
Q8NQU7,-0.445609551,0.040464692
Q8NQU8,-0.318373691,0.819800052
Q8NQU9,0.435192831,0.455533987
Q8NQV0,0.364256041,0.456054311
Q8NQV1,0.097939495,0.912806366
Q8NQV2,0.165397587,0.382041641
Q8NQV3,-0.081983937,0.628264352
Q8NQV5,0.46760393,0.241980178
Q8NQV7,-0.049135579,0.894875996
Q8NQV8,0.635025632,0.266480382
Q8NQW0,0.468994405,0.370275828
Q8NQW2,-0.985758029,0.152706946
Q8NQW4,-0.598121345,0.070889803
Q8NQW7,-4.710461591,0.034109852
Q8NQW9,0.099048945,0.884446888
Q8NQX6,0.121787338,0.909485106
Q8NQX8,0.327679764,0.672594896
Q8NQX9,0.351634433,0.279057592
Q8NQY0,0.422871799,0.593989244
Q8NQY1,0.159954403,0.681146999
Q8NQY2,-0.07487892,0.788137927
Q8NQY3,0.249933886,0.786216301
Q8NQY4,0.26730159,0.502456564
Q8NQY5,0.754016107,0.140037805
Q8NQY6,0.351713849,0.350898167
Q8NQY7,0.615709154,0.122018882
Q8NQY8,0.26579111,0.206016698
Q8NQY9,-0.098979192,0.746833413
Q8NQZ8,0.817629027,0.084901374
Q8NQZ9,-0.230547629,0.345299938
Q8NR01,0.036486536,0.957650839
Q8NR03,0.054194902,0.726663283
Q8NR04,0.513283168,0.258074538
Q8NR05,-0.083533243,0.632320818
Q8NR07,-0.265005558,0.470496869
Q8NR10,1.578230404,0.096313761
Q8NR14,0.287315748,0.292801056
Q8NR15,-1.082156687,0.183464723
Q8NR16,-0.323714857,0.457122698
Q8NR17,-0.228599649,0.343918704
Q8NR18,-0.65719161,0.305661908
Q8NR19,-0.184155247,0.760750562
Q8NR20,0.23607784,0.527668408
Q8NR21,-0.978217814,0.123121241
Q8NR22,-0.995721471,0.494299271
Q8NR23,0.363399575,0.152706946
Q8NR24,-0.911273345,0.180697602
Q8NR26,1.057571347,0.099963387
Q8NR27,0.813823502,0.753080158
Q8NR28,-0.034635581,0.956682012
Q8NR30,0.874682024,0.383859187
Q8NR32,-0.023429048,0.949549948
Q8NR33,-0.266918264,0.514252078
Q8NR34,-0.115393858,0.506791866
Q8NR35,-0.228358729,0.518149235
Q8NR36,0.475054097,0.453628409
Q8NR37,0.27680301,0.192932852
Q8NR39,-0.038339516,0.779425325
Q8NR40,-0.380955718,0.241980178
Q8NR41,0.065913343,0.965443513
Q8NR45,-0.694356508,0.453628409
Q8NR46,-0.186341041,0.650347128
Q8NR47,0.529014885,0.140068971
Q8NR49,-0.075753162,0.838683197
Q8NR50,0.222099198,0.272783037
Q8NR51,-1.027262116,0.252490453
Q8NR55,0.024778548,0.957650839
Q8NR57,0.152439389,0.245990599
Q8NR58,0.224508404,0.305622501
Q8NR59,-0.004397301,0.985136335
Q8NR60,-0.326008816,0.763167696
Q8NR61,-0.408170033,0.232944716
Q8NR62,-0.078038192,0.950946079
Q8NR66,0.590416396,0.137095578
Q8NR67,-0.131258246,0.899432716
Q8NR68,-0.742837661,0.091364516
Q8NR69,-1.156756361,0.138385078
Q8NR70,0.450183435,0.348756035
Q8NR71,-2.241050008,0.09504079
Q8NR72,0.562964485,0.42893837
Q8NR75,-1.592207281,0.064405651
Q8NR77,-0.687666054,0.746408866
Q8NR78,-1.254805777,0.094892885
Q8NR79,0.260438816,0.393813358
Q8NR82,0.110329479,0.970605474
Q8NR83,-0.226096708,0.434887685
Q8NR86,-0.356513497,0.305622501
Q8NR87,-1.775549021,0.170306235
Q8NR88,-0.260897084,0.723401046
Q8NR89,0.101138308,0.856136649
Q8NR91,0.07594191,0.894875996
Q8NR92,-0.03987793,0.961022459
Q8NR93,0.170328728,0.681761088
Q8NR95,0.352516205,0.475070166
Q8NR96,0.106177165,0.808084768
Q8NR98,1.067091372,0.272995804
Q8NR99,-0.359973921,0.555359266
Q8NRA1,-2.849124819,0.486871108
Q8NRA2,0.476685199,0.141970505
Q8NRA4,-0.654243951,0.512724936
Q8NRA5,1.04992846,0.521700537
Q8NRA8,0.78632709,0.272783037
Q8NRA9,-0.142415957,0.947969727
Q8NRB3,-1.580527907,0.064405651
Q8NRB7,-0.126799381,0.931800799
Q8NRB8,-0.45253334,0.254511142
Q8NRB9,-0.795142331,0.099234053
Q8NRC0,0.486919658,0.207405493
Q8NRC1,0.600384715,0.115659688
Q8NRC2,0.946998883,0.182275168
Q8NRC3,-0.22738868,0.468145822
Q8NRC4,0.586305579,0.675733993
Q8NRC5,0.284543874,0.86722458
Q8NRC6,-0.114108915,0.856500882
Q8NRC7,0.243014054,0.241980178
Q8NRC8,-0.768301362,0.63529396
Q8NRC9,-0.490764123,0.181907094
Q8NRD0,-0.208381724,0.68159896
Q8NRD3,0.685252868,0.033811596
Q8NRD4,0.28997736,0.417984784
Q8NRD5,-0.661183502,0.206107806
Q8NRD6,-0.942088707,0.122018882
Q8NRD7,0.671471226,0.064405651
Q8NRD8,-0.847001381,0.51449623
Q8NRD9,0.260114489,0.741781161
Q8NRE0,-1.546077761,0.270850452
Q8NRE1,0.076789464,0.86722458
Q8NRE2,0.592178779,0.386302635
Q8NRE3,-0.226157386,0.658352081
Q8NRE6,0.120531077,0.674933845
Q8NRE7,0.265843204,0.633973451
Q8NRE9,0.072509465,0.644207965
Q8NRF0,-0.386561609,0.362597385
Q8NRF1,0.25949231,0.51449623
Q8NRF2,-0.246556925,0.7898832
Q8NRF3,0.159822764,0.53462051
Q8NRF5,0.343595757,0.172333795
Q8NRF6,-1.101184452,0.269837565
Q8NRF7,-0.638501122,0.430291414
Q8NRF9,0.124992126,0.248600156
Q8NRG0,-0.095091978,0.818219476
Q8NRG1,0.061303955,0.913169392
Q8NRG3,-0.578016924,0.370275828
Q8NRG4,0.319633333,0.332312729
Q8NRG6,-0.165269617,0.92165488
Q8NRG9,-3.88117059,0.154530132
Q8NRH0,-1.928205878,0.040464692
Q8NRH2,-0.308708129,0.432374599
Q8NRH4,-0.109273143,0.950946079
Q8NRH5,-0.393961069,0.471897765
Q8NRH6,-0.559357624,0.767372357
Q8NRH7,0.879578314,0.173263957
Q8NRH9,-0.548357466,0.286561773
Q8NRI0,-2.171288687,0.031119286
Q8NRI1,-0.780087543,0.141970505
Q8NRI2,-0.797187155,0.133127155
Q8NRI4,-1.834972986,0.600775131
Q8NRI5,-0.223866845,0.468520474
Q8NRI6,-0.215441037,0.529514502
Q8NRI7,0.659589481,0.543456319
Q8NRI8,-0.198333414,0.582258556
Q8NRI9,0.560852515,0.555359266
Q8NRJ0,-0.331787111,0.587445291
Q8NRJ1,-0.449794542,0.24848318
Q8NRJ2,-0.457428614,0.127367037
Q8NRJ7,-1.608922714,0.5288805
Q8NRK1,0.287445788,0.6616708
Q8NRK2,0.388863785,0.345299938
Q8NRK9,0.820420875,0.522776638
Q8NRL0,-0.794872346,0.613231666
Q8NRL4,0.952013512,0.152706946
Q8NRL6,0.134845784,0.555076374
Q8NRL7,-2.905117701,0.186754611
Q8NRL8,1.057729998,0.362111862
Q8NRM0,-1.477896892,0.342328131
Q8NRM1,1.062503223,0.362597385
Q8NRM2,-0.070147847,0.939760296
Q8NRM3,-0.490109006,0.395286817
Q8NRM4,0.00054863,0.999172857
Q8NRM7,-1.685783263,0.372332627
Q8NRM8,-0.311776244,0.736555239
Q8NRN4,0.3910459,0.708876686
Q8NRN8,0.248150894,0.330699041
Q8NRN9,0.458898932,0.688964826
Q8NRP0,0.504028489,0.447066664
Q8NRP4,0.063171727,0.888865583
Q8NRP5,0.008790897,0.989320232
Q8NRP6,-0.983961694,0.705034026
Q8NRP7,-0.469772118,0.746949482
Q8NRP8,1.027222333,0.157055232
Q8NRP9,0.529656599,0.279057592
Q8NRQ0,0.3144815,0.874429552
Q8NRQ1,-0.19676091,0.865108717
Q8NRQ2,0.144998949,0.569427818
Q8NRQ4,0.368682267,0.140068971
Q8NRQ6,0.160793362,0.940326084
Q8NRQ7,0.367035162,0.156129004
Q8NRQ8,0.286631769,0.261035794
Q8NRQ9,-0.623780652,0.347363718
Q8NRR0,-1.442382817,0.543456319
Q8NRR2,-2.056560689,0.141970505
Q8NRR8,0.407178973,0.123121241
Q8NRR9,0.284787544,0.222294322
Q8NRS0,-1.153326326,0.339281355
Q8NRS1,-0.355052568,0.249844647
Q8NRS3,-0.556090316,0.332589861
Q8NRS6,-0.485520771,0.545054311
Q8NRS7,-1.669243784,0.183671477
Q8NRS8,-1.18957806,0.09052986
Q8NRS9,-0.587687771,0.399453034
Q8NRT0,0.668866151,0.478499867
Q8NRT1,-0.336241682,0.5818748
Q8NRT7,0.107502896,0.868938097
Q8NRU2,-1.459035342,0.085057152
Q8NRU5,0.802913819,0.272995804
Q8NRU6,0.028171545,0.905704651
Q8NRU8,-0.114342843,0.44700913
Q8NRU9,0.308662762,0.244210247
Q8NRV0,1.195504366,0.414001867
Q8NRV1,0.588931629,0.560322354
Q8NRV2,-0.280902784,0.515487655
Q8NRV3,0.190816461,0.633973451
Q8NRV4,-0.593564906,0.197214431
Q8NRV5,0.103628989,0.856500882
Q8NRV6,0.229279436,0.401285183
Q8NRW2,-0.000593792,0.999172857
Q8NRW8,0.206912067,0.781694889
Q8NRX0,0.220662809,0.521700537
Q8NRX2,-0.076370165,0.710499244
Q8NRX3,-0.467325588,0.460217899
Q8NRX4,0.358111076,0.113553084
Q8NRX5,0.79355759,0.175023773
Q8NRX6,-0.985382025,0.211796713
Q8NRX7,1.125950223,0.113553084
Q8NRX8,-0.173235378,0.663540927
Q8NRX9,-0.530042294,0.17622614
Q8NRY0,-0.273201,0.833918989
Q8NRY1,0.340859045,0.127367037
Q8NRY3,-1.309191406,0.701427287
Q8NRY5,-0.420125015,0.484786199
Q8NRY8,-0.198964684,0.276308364
Q8NRZ2,1.098013144,0.266108432
Q8NRZ3,-0.210922457,0.504012513
Q8NRZ4,0.159097044,0.223976186
Q8NRZ5,0.213039531,0.541868441
Q8NRZ7,-0.102121473,0.868938097
Q8NRZ9,1.357714626,0.466094918
Q8NS01,-0.895448486,0.393813358
Q8NS02,0.419308796,0.791485497
Q8NS03,0.784136841,0.282447704
Q8NS04,0.659158883,0.064405651
Q8NS05,0.532892687,0.456054311
Q8NS07,1.066003598,0.10628735
Q8NS09,-0.033349409,0.88769241
Q8NS10,-0.225310143,0.174077896
Q8NS11,-0.239449921,0.811746665
Q8NS12,0.158152523,0.762936936
